45.6809;0.9263
45.7001;1.1046
45.6809;1.1046
45.6873;0.9263
45.7033;1.1046
45.7001;1.1046
45.7289;1.5503
45.7482;1.2829
45.7514;1.372
45.7225;1.372
45.7257;1.2829
45.7386;1.4612
45.7546;1.1046
45.7578;0.9263
45.7129;0.8372
45.7193;0.8372
45.7225;1.2829
45.7514;1.1046
45.7193;1.2829
45.7225;1.2829
45.7321;1.2829
45.6712;1.2829
45.7257;1.5503
45.7225;1.372
45.7097;1.1937
45.7289;1.0155
45.7289;1.0155
45.7289;1.0155
45.7482;0.9263
45.7514;1.1046
45.7866;1.2829
45.7834;1.2829
45.7738;1.1046
45.8315;1.2829
45.8091;1.2829
45.8251;1.2829
45.8539;1.1046
45.8315;0.8372
45.8796;0.9263
45.8924;0.8372
45.8828;1.1046
45.9052;1.2829
45.8635;1.372
45.8988;1.4612
45.8507;1.2829
45.8796;1.2829
45.8475;1.0155
45.8668;0.8372
45.8603;0.9263
45.8539;0.9263
45.87;1.2829
45.8475;1.2829
45.8411;1.1046
45.7995;1.2829
45.8668;1.2829
45.8219;1.0155
45.8475;0.9263
45.8475;0.8372
45.8379;0.9263
45.8635;0.9263
45.8988;1.372
45.8892;1.372
45.9597;1.1046
45.9084;1.0155
46.0046;0.8372
45.9917;0.9263
46.0014;1.2829
46.0591;1.2829
46.0366;1.2829
46.0591;0.9263
46.0623;0.9263
46.0815;0.9263
46.1039;0.748
46.0815;0.9263
46.0719;1.1046
46.0591;1.2829
46.0911;1.2829
46.0879;0.9263
46.0623;0.8372
46.0719;0.8372
46.0623;0.8372
46.0687;1.1046
46.0334;1.1046
46.0366;1.0155
46.027;1.2829
46.0398;1.1046
46.0398;1.1046
46.0238;1.1046
46.0591;1.1046
46.0847;0.748
46.1328;1.0155
46.0847;1.1046
46.1488;1.0155
46.1808;1.1937
46.1873;1.1046
46.2321;0.9263
46.2161;0.9263
46.2514;1.1046
46.277;1.2829
46.2385;1.2829
46.2642;1.2829
46.277;0.8372
46.2866;0.8372
46.2834;1.0155
46.2417;1.1046
46.277;1.2829
46.2481;0.9263
46.261;0.9263
46.2706;1.1046
46.2417;1.1046
46.2546;1.1937
46.261;1.0155
46.2353;0.9263
46.1905;0.9263
46.2033;1.0155
46.2289;1.1046
46.2065;1.2829
46.184;1.1937
46.2353;0.9263
46.2321;1.0155
46.277;1.1046
46.2866;1.372
46.2706;1.2829
46.3315;0.9263
46.3347;0.748
46.3571;0.8372
46.3315;1.2829
46.3828;1.1046
46.3571;1.2829
46.4052;0.748
46.3603;0.9263
46.3828;1.1046
46.3796;1.372
46.3635;1.372
46.3956;1.1046
46.3924;0.748
46.418;1.1046
46.3828;1.1046
46.3956;1.2829
46.3892;0.9263
46.3764;0.8372
46.3699;0.8372
46.3411;1.1046
46.3443;1.372
46.3443;1.0155
46.3635;0.8372
46.3251;0.9263
46.3379;1.0155
46.3507;1.1046
46.3699;1.2829
46.3539;1.2829
46.3699;1.0155
46.3956;1.0155
46.418;1.1046
46.402;1.1046
46.4276;1.0155
46.4565;0.748
46.434;0.748
46.4116;0.8372
46.4501;1.372
46.4565;1.2829
46.4308;1.1046
46.4084;0.8372
46.4565;1.0155
46.4437;1.2829
46.4308;1.2829
46.4469;1.2829
46.4276;1.1046
46.434;0.8372
46.4308;1.1046
46.4469;1.1046
46.4116;1.1046
46.4116;1.1046
46.4052;1.1046
46.4212;0.8372
46.434;0.8372
46.3988;1.0155
46.3828;1.2829
46.4276;1.372
46.3988;0.9263
46.4084;0.8372
46.434;1.1046
46.4437;1.372
46.4469;1.2829
46.4629;1.2829
46.4629;1.0155
46.4661;0.9263
46.5078;1.1046
46.4565;1.2829
46.4725;1.372
46.4885;1.1046
